gt_label,metric_name,n_samples,flip_rate,metric_mean,run
637,gt_rank_worsening,10,,-1.1087500000000001,imagenet_mnv2_050_exact
789,flip_correct_to_wrong,10,0.015,0.015,imagenet_mnv2_050_exact
789,flip_wrong_to_correct,10,0.0,0.0,imagenet_mnv2_050_exact
789,pred_changed,10,0.021249999999999998,0.021249999999999998,imagenet_mnv2_050_exact
789,topk_exit,10,0.0325,0.0325,imagenet_mnv2_050_exact
789,gt_prob_drop,10,,-0.004040336324833334,imagenet_mnv2_050_exact
789,gt_logit_drop,10,,0.021933914646506313,imagenet_mnv2_050_exact
789,margin_drop,10,,0.009095010831952098,imagenet_mnv2_050_exact
789,loss_increase,10,,-0.007793437885213153,imagenet_mnv2_050_exact
789,gt_rank_worsening,10,,0.03875,imagenet_mnv2_050_exact
646,flip_correct_to_wrong,10,0.0025,0.0025,imagenet_mnv2_050_exact
646,flip_wrong_to_correct,10,0.0,0.0,imagenet_mnv2_050_exact
646,pred_changed,10,0.05,0.05,imagenet_mnv2_050_exact
646,topk_exit,10,0.0,0.0,imagenet_mnv2_050_exact
646,gt_prob_drop,10,,0.015481962482299421,imagenet_mnv2_050_exact
646,gt_logit_drop,10,,0.2536942156404257,imagenet_mnv2_050_exact
646,margin_drop,10,,0.1659716632962227,imagenet_mnv2_050_exact
646,loss_increase,10,,0.024273277987745707,imagenet_mnv2_050_exact
646,gt_rank_worsening,10,,0.18,imagenet_mnv2_050_exact
140,flip_correct_to_wrong,10,0.0037500000000000007,0.0037500000000000007,imagenet_mnv2_050_exact
140,flip_wrong_to_correct,10,0.0,0.0,imagenet_mnv2_050_exact
140,pred_changed,10,0.023750000000000004,0.023750000000000004,imagenet_mnv2_050_exact
140,topk_exit,10,0.0,0.0,imagenet_mnv2_050_exact
140,gt_prob_drop,10,,0.007380610607360723,imagenet_mnv2_050_exact
140,gt_logit_drop,10,,0.16392595884390176,imagenet_mnv2_050_exact
140,margin_drop,10,,0.06921362832188607,imagenet_mnv2_050_exact
140,loss_increase,10,,0.027089248112358254,imagenet_mnv2_050_exact
140,gt_rank_worsening,10,,0.7675000000000001,imagenet_mnv2_050_exact
361,flip_correct_to_wrong,10,0.018750000000000003,0.018750000000000003,imagenet_mnv2_050_exact
361,flip_wrong_to_correct,10,0.017499999999999998,0.017499999999999998,imagenet_mnv2_050_exact
361,pred_changed,10,0.05125,0.05125,imagenet_mnv2_050_exact
361,topk_exit,10,0.005,0.005,imagenet_mnv2_050_exact
361,gt_prob_drop,10,,0.006923721350904089,imagenet_mnv2_050_exact
361,gt_logit_drop,10,,0.15163182957097887,imagenet_mnv2_050_exact
361,margin_drop,10,,0.060362268313765524,imagenet_mnv2_050_exact
361,loss_increase,10,,0.021080756868505,imagenet_mnv2_050_exact
